,citedby-count,type,date,doi,journal_name,subtype,Name,ORCID,author_scid,publication_id,given_name,surname,author_order,coauthor_scopus_id,affiliation_ids
531,14,Journal,2022-04-01,10.1016/S2666-5247(21)00301-3,The Lancet Microbe,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85127127568,Youwen,Qin,234,57344397700,
532,14,Journal,2022-04-01,10.1016/S2666-5247(21)00301-3,The Lancet Microbe,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85127127568,Yu-Xin,Xiao,235,57715118500,
533,14,Journal,2022-04-01,10.1016/S2666-5247(21)00301-3,The Lancet Microbe,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85127127568,Zahra,Hasan,236,55552049200,
534,14,Journal,2022-04-01,10.1016/S2666-5247(21)00301-3,The Lancet Microbe,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85127127568,Zamin,Iqbal,237,36782452200,60026124
535,14,Journal,2022-04-01,10.1016/S2666-5247(21)00301-3,The Lancet Microbe,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85127127568,Zully M,Puyen,238,35604560500,
536,4,Journal,2021-06-07,10.1088/1361-6560/abfa37,Physics in Medicine and Biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85107799113,Yanan,Fan,1,15842813400,"60028333,60160437"
537,4,Journal,2021-06-07,10.1088/1361-6560/abfa37,Physics in Medicine and Biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85107799113,Gaelle,Emvalomenos,2,57224523724,"60025709,60025709"
538,4,Journal,2021-06-07,10.1088/1361-6560/abfa37,Physics in Medicine and Biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85107799113,Clara,Grazian,3,56025986500,"60028333,60160437"
539,4,Journal,2021-06-07,10.1088/1361-6560/abfa37,Physics in Medicine and Biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85107799113,Steven R.,Meikle,4,7006677520,"60025709,60025709"
540,0,Conference Proceeding,2021-01-01,10.1109/NSS/MIC44867.2021.9875446,"2021 IEEE Nuclear Science Symposium and Medical Imaging Conference Record, NSS/MIC 2021 and 28th International Symposium on Room-Temperature Semiconductor Detectors, RTSD 2022",Conference Paper,Clara Grazian,0000-0002-4967-7720,56025986500,85139158022,,Grazian,1,56025986500,"60028333,60160437"
541,0,Conference Proceeding,2021-01-01,10.1109/NSS/MIC44867.2021.9875446,"2021 IEEE Nuclear Science Symposium and Medical Imaging Conference Record, NSS/MIC 2021 and 28th International Symposium on Room-Temperature Semiconductor Detectors, RTSD 2022",Conference Paper,Clara Grazian,0000-0002-4967-7720,56025986500,85139158022,,Emvalomenos,2,57224523724,"60025709,60025709"
542,0,Conference Proceeding,2021-01-01,10.1109/NSS/MIC44867.2021.9875446,"2021 IEEE Nuclear Science Symposium and Medical Imaging Conference Record, NSS/MIC 2021 and 28th International Symposium on Room-Temperature Semiconductor Detectors, RTSD 2022",Conference Paper,Clara Grazian,0000-0002-4967-7720,56025986500,85139158022,,Angelis,3,36604032500,"60025709,116607176"
543,0,Conference Proceeding,2021-01-01,10.1109/NSS/MIC44867.2021.9875446,"2021 IEEE Nuclear Science Symposium and Medical Imaging Conference Record, NSS/MIC 2021 and 28th International Symposium on Room-Temperature Semiconductor Detectors, RTSD 2022",Conference Paper,Clara Grazian,0000-0002-4967-7720,56025986500,85139158022,,Fan,4,15842813400,"60028333,60160437"
544,0,Conference Proceeding,2021-01-01,10.1109/NSS/MIC44867.2021.9875446,"2021 IEEE Nuclear Science Symposium and Medical Imaging Conference Record, NSS/MIC 2021 and 28th International Symposium on Room-Temperature Semiconductor Detectors, RTSD 2022",Conference Paper,Clara Grazian,0000-0002-4967-7720,56025986500,85139158022,,Meikle,5,7006677520,"60025709,60025709"
545,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Daniel J.,Wilson,1,57202955230,60008936
546,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Derrick W.,Crook,2,7102132624,60026851
547,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Timothy E.A.,Peto,3,57217692518,60026851
548,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,A. Sarah,Walker,4,7403910584,60026851
549,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Sarah J.,Hoosdally,5,22950654200,60026851
550,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Ana L.,Gibertoni Cruz,6,57203551422,60026851
551,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Joshua,Carter,7,56016905700,60026851
552,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Clara,Grazian,8,56025986500,60026851
553,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Sarah G.,Earle,9,55242134400,60026851
554,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Samaneh,Kouchaki,10,55486118200,60026851
555,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Alexander,Lachapelle,11,57192541186,60026851
556,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Yang,Yang,12,57203827112,60026851
557,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,David A.,Clifton,13,14036806800,60026851
558,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Philip W.,Fowler,14,8937403500,60026851
559,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Zamin,Iqbal,15,36782452200,60026124
560,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Martin,Hunt,16,50061142000,60026124
561,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Jeffrey,Knaggs,17,57201739322,60026124
562,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,E. Grace,Smith,18,57189756502,60111140
563,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Priti,Rathod,19,57203170957,60111140
564,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Lisa,Jarrett,20,57204447057,60111140
565,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Daniela,Matias,21,57210176661,60111140
566,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Daniela M.,Cirillo,22,57216745612,60023516
567,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Emanuele,Borroni,23,14059423200,60023516
568,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Simone,Battaglia,24,57090116900,60023516
569,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Arash,Ghodousi,25,57202720307,60023516
570,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Andrea,Spitaleri,26,6507741513,60023516
571,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Andrea,Cabibbe,27,55352619300,60023516
572,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Sabira,Tahseen,28,57213789348,108988670
573,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Kayzad,Nilgiriwala,29,24765391000,60067533
574,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Sanchi,Shah,30,57205466897,60067533
575,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Camilla,Rodrigues,31,7202508291,60022629
576,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Priti,Kambli,32,55325129800,60022629
577,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Utkarsha,Surve,33,57201258186,60022629
578,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Rukhsar,Khot,34,57204679766,60022629
579,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Stefan,Niemann,35,7006827120,60084828
580,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Thomas A.,Kohl,36,35337009700,60084828
581,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Matthias,Merker,37,57216675015,60084828
582,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Harald,Hoffmann,38,12752914200,60022945
583,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Katharina,Todt,39,57276949300,60022945
584,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Sara,Plesnik,40,57210171076,60022945
585,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Nazir,Ismail,41,57213172447,60031471
586,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Shaheed Vally,Omar,42,57215633059,60031471
587,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Lavania,Joseph,43,57195267610,60031471
588,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Guy,Thwaites,44,57220045286,60138292
589,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Thuong Nguyen Thuy,Thuong,45,57204629569,60138292
590,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Nhung Hoang,Ngoc,46,57210172849,60138292
591,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Vijay,Srinivasan,47,57196297455,60138292
592,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Timothy M.,Walker,48,55562321300,60138292
593,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,David,Moore,49,14052683900,"60031331,127623911"
594,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Jorge,Coronel,50,14321305300,"60031331,127623911"
595,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Walter,Solano,51,56674500100,"60031331,127623911"
596,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,George F.,Gao,52,7403171212,101045405
597,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Guangxue,He,53,26025889600,101045405
598,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Yanlin,Zhao,54,57196243273,101045405
599,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Chunfa,Liu,55,55943109800,101045405
600,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Aijing,Ma,56,56447976000,60121649
601,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Baoli,Zhu,57,57190062800,60021016
602,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Ian,Laurenson,58,7003317411,101579224
603,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Pauline,Claxton,59,23059545800,101579224
604,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Anastasia,Koch,60,7403037237,60000356
605,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Robert,Wilkinson,61,7402272158,60000356
606,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Ajit,Lalvani,62,57195801728,60015150
607,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,James,Posey,63,35300250300,60021658
608,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Jennifer,Gardy,64,7801475389,60010365
609,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Jim,Werngren,65,6506986512,60138464
610,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Nicholas,Paton,66,7101820336,60017161
611,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Ruwen,Jou,67,6701375508,127623904
612,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Mei-Hua,Wu,68,7405595093,127623904
613,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Wan-Hsuan,Lin,69,57205262427,127623904
614,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Lucilaine,Ferrazoli,70,6602730520,60029705
615,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Rosangela Siqueira,de Oliveira,71,55214586300,60029705
616,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Irena,Arandjelovic,72,57204629577,60068827
617,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Angkana,Chaiprasert,73,57208266471,60199575
618,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Inaki,Comas,74,57204252102,"60032154,112739508,60085099"
619,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Francis A.,Drobniewski,75,57203030116,60015150
620,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Maha R.,Farhat,76,37035854100,60002746
621,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Qian,Gao,77,37008233400,60009860
622,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Rick Ong Twee,Hee,78,57426176700,60017161
623,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Vitali,Sintchenko,79,55911095600,60025709
624,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Philip,Supply,80,56137080600,60104665
625,12,Journal,2021-01-01,10.1093/MOLBEV/MSAA069,Molecular Biology and Evolution,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85089203677,Dick,van Soolingen,81,55114040800,60026125
626,6,Journal,2020-07-01,10.1002/wics.1486,Wiley Interdisciplinary Reviews: Computational Statistics,Review,Clara Grazian,0000-0002-4967-7720,56025986500,85074669789,Clara,Grazian,1,56025986500,60028333
627,6,Journal,2020-07-01,10.1002/wics.1486,Wiley Interdisciplinary Reviews: Computational Statistics,Review,Clara Grazian,0000-0002-4967-7720,56025986500,85074669789,Yanan,Fan,2,15842813400,60028333
628,3,Journal,2020-03-01,10.1016/j.spl.2019.108656,Statistics and Probability Letters,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85074087690,Clara,Grazian,1,56025986500,"60028333,123368821"
629,3,Journal,2020-03-01,10.1016/j.spl.2019.108656,Statistics and Probability Letters,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85074087690,Cristiano,Villa,2,56074156600,60010818
630,3,Journal,2020-03-01,10.1016/j.spl.2019.108656,Statistics and Probability Letters,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85074087690,Brunero,Liseo,3,6506244078,60032350
631,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Alessandra Lo,Presti,1,36996555900,60010062
632,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Arianna,Neri,2,7202887088,60010062
633,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Cecilia,Fazio,3,7007034676,60010062
634,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Paola,Vacca,4,57853815700,60010062
635,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Luigina,Ambrosio,5,57221583539,60010062
636,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Clara,Grazian,6,56025986500,"60004638,60028333"
637,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Brunero,Liseo,7,6506244078,60032350
638,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Giovanni,Rezza,8,7103351229,60010062
639,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Martin Christopher James,Maiden,9,7006019693,60026851
640,3,Journal,2020-01-01,10.1128/JCM.01351-19,Journal of Clinical Microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077808286,Paola,Stefanelli,10,6603668641,60010062
641,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Alessandra,Lo Presti,1,36996555900,60010062
642,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Arianna,Neri,2,7202887088,60010062
643,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Cecilia,Fazio,3,7007034676,60010062
644,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Paola,Vacca,4,57853815700,60010062
645,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Luigina,Ambrosio,5,57203415571,60010062
646,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Clara,Grazian,6,56025986500,60028333
647,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Brunero,Liseo,7,6506244078,123706492
648,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Giovanni,Rezza,8,7103351229,60010062
649,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Martin Christopher James,Maiden,9,7006019693,60026851
650,0,Journal,2019-12-23,10.1128/JCM.01351-19,Journal of clinical microbiology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85077225783,Paola,Stefanelli,10,6603668641,60010062
651,3,Journal,2019-12-01,10.1214/19-AOAS1289,Annals of Applied Statistics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85076486677,Â Gianluca,Mastrantonio,1,55326269800,60012162
652,3,Journal,2019-12-01,10.1214/19-AOAS1289,Annals of Applied Statistics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85076486677,Clara,Grazian,2,56025986500,"108277168,60028333"
653,3,Journal,2019-12-01,10.1214/19-AOAS1289,Annals of Applied Statistics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85076486677,Sara,Mancinelli,3,57073123600,60032350
654,3,Journal,2019-12-01,10.1214/19-AOAS1289,Annals of Applied Statistics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85076486677,Enrico,Bibbona,4,16174576100,60012162
655,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Yang,Yang,1,57203827112,"60026851,122693620"
656,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Timothy M,Walker,2,55562321300,60008936
657,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,A. Sarah,Walker,3,7403910584,"60008936,60008323"
658,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Daniel J,Wilson,4,57202955230,60008936
659,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Timothy E. A,Peto,5,7005772816,"60008936,60008323"
660,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Derrick W,Crook,6,7102132624,"60008936,60008323,60111140"
661,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Farah,Shamout,7,57192858868,60026851
662,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Tingting,Zhu,8,55969941800,60026851
663,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,David A,Clifton,9,14036806800,"60026851,122693620"
664,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Irena,Arandjelovic,10,57204629577,60026851
665,18,Journal,2019-09-15,10.1093/bioinformatics/btz067,Bioinformatics,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85072333478,Iñaki,Comas,11,57204252102,60026851
